908638	0.4	0.2
797269	0.25	0.15
796555	0.15	0.5
908055	0.35	0.45
793251	0.3	0.0
1009695	0.45	0.15
857538	0.25	0.1
907788	0.35	0.2
985020	0.3	0.45
499068	0.15	0.2
908562	0.35	0.3
1042704	0.5	0.4
857760	0.15	0.25
907582	0.35	0.3
907971	0.3	0.1
907972	0.45	0.15
908604	0.25	0.0
908527	0.2	0.25
984946	0.4	0.35
908608	0.35	0.5
984942	0.4	0.55
907838	0.15	0.2
835572	0.35	0.35
907613	0.1	0.2
797530	0.3	0.2
907719	0.25	0.1
802586	0.15	0.1
984923	0.15	0.4
1041529	0.5	0.25
1141297	0.2	0.05
1009828	0.4	0.3
793249	0.15	0.2
835140	0.55	0.3
908558	0.3	0.25
796152	0.2	0.2
1141125	0.2	0.15
908024	0.3	0.1
907821	0.45	0.1
908078	0.4	0.25
907815	0.25	0.3
