908638	0.55	0.25
797269	0.85	0.6
796555	0.05	0.1
908055	0.45	0.4
793251	0.7	0.25
1009695	0.6	0.55
857538	0.15	0.2
907788	0.4	0.45
985020	0.5	0.3
499068	0.2	0.6
908562	0.5	0.65
1042704	0.55	0.45
857760	0.45	0.55
907582	0.3	0.6
907971	0.45	0.45
907972	0.5	0.6
908604	0.35	0.25
908527	0.65	0.3
984946	0.55	0.9
908608	0.45	0.8
984942	0.55	0.5
907838	0.2	0.55
835572	0.35	0.4
907613	0.15	0.7
797530	0.4	0.3
907719	0.3	0.35
802586	0.15	0.2
984923	0.2	0.7
1041529	0.4	0.15
1141297	0.4	0.25
1009828	0.35	0.4
793249	0.2	0.55
835140	0.5	0.2
908558	0.4	0.3
796152	0.55	0.5
1141125	0.45	0.85
908024	0.3	0.15
907821	0.4	0.5
908078	0.6	0.3
907815	0.3	0.6
